"ID";"Sources";"Emissions";"Periods";"EmissionsDutchTerritory_1"
"0";"A025421";"A044109";"1990JJ00";" 33400.0"
"1";"A025421";"A044109";"1991JJ00";" 33300.0"
"2";"A025421";"A044109";"1992JJ00";" 34600.0"
"3";"A025421";"A044109";"1993JJ00";" 34800.0"
"4";"A025421";"A044109";"1994JJ00";" 35400.0"
"5";"A025421";"A044109";"1995JJ00";" 35600.0"
"6";"A025421";"A044109";"1996JJ00";" 36100.0"
"7";"A025421";"A044109";"1997JJ00";" 37200.0"
"8";"A025421";"A044109";"1998JJ00";" 37800.0"
"9";"A025421";"A044109";"1999JJ00";" 39500.0"
"10";"A025421";"A044109";"2000JJ00";" 39800.0"
"11";"A025421";"A044109";"2001JJ00";" 40300.0"
"12";"A025421";"A044109";"2002JJ00";" 40600.0"
"13";"A025421";"A044109";"2003JJ00";" 41100.0"
"14";"A025421";"A044109";"2004JJ00";" 41800.0"
"15";"A025421";"A044109";"2005JJ00";" 41900.0"
"16";"A025421";"A044109";"2006JJ00";" 42000.0"
"17";"A025421";"A044109";"2007JJ00";" 41700.0"
"18";"A025421";"A044109";"2008JJ00";" 41400.0"
"19";"A025421";"A044109";"2009JJ00";" 40500.0"
"20";"A025421";"A044109";"2010JJ00";" 40500.0"
"21";"A025421";"A044109";"2011JJ00";" 40600.0"
"22";"A025421";"A044109";"2012JJ00";" 39700.0"
"23";"A025421";"A044109";"2013JJ00";" 38600.0"
"24";"A025421";"A044109";"2014JJ00";" 38900.0"
"25";"A025421";"A044109";"2015JJ00";" 39800.0"
"26";"A025421";"A044109";"2016JJ00";" 40200.0"
"27";"A025421";"A044109";"2017JJ00";" 40400.0"
"28";"A025421";"A044109";"2018JJ00";" 41200.0"
"29";"A025421";"A044109";"2019JJ00";" 41200.0"
"30";"A025421";"A044109";"2020JJ00";" 37700.0"
"31";"A025421";"A044109";"2021JJ00";" 38300.0"
"32";"A025421";"A044108";"1990JJ00";"   777.0"
"33";"A025421";"A044108";"1991JJ00";"   684.9"
"34";"A025421";"A044108";"1992JJ00";"   664.3"
"35";"A025421";"A044108";"1993JJ00";"   622.1"
"36";"A025421";"A044108";"1994JJ00";"   591.5"
"37";"A025421";"A044108";"1995JJ00";"   573.2"
"38";"A025421";"A044108";"1996JJ00";"   558.8"
"39";"A025421";"A044108";"1997JJ00";"   535.3"
"40";"A025421";"A044108";"1998JJ00";"   514.6"
"41";"A025421";"A044108";"1999JJ00";"   507.0"
"42";"A025421";"A044108";"2000JJ00";"   490.5"
"43";"A025421";"A044108";"2001JJ00";"   488.8"
"44";"A025421";"A044108";"2002JJ00";"   491.9"
"45";"A025421";"A044108";"2003JJ00";"   493.7"
"46";"A025421";"A044108";"2004JJ00";"   494.2"
"47";"A025421";"A044108";"2005JJ00";"   485.2"
"48";"A025421";"A044108";"2006JJ00";"   479.4"
"49";"A025421";"A044108";"2007JJ00";"   477.1"
"50";"A025421";"A044108";"2008JJ00";"   468.6"
"51";"A025421";"A044108";"2009JJ00";"   461.1"
"52";"A025421";"A044108";"2010JJ00";"   455.4"
"53";"A025421";"A044108";"2011JJ00";"   448.4"
"54";"A025421";"A044108";"2012JJ00";"   433.8"
"55";"A025421";"A044108";"2013JJ00";"   420.6"
"56";"A025421";"A044108";"2014JJ00";"   405.4"
"57";"A025421";"A044108";"2015JJ00";"   399.6"
"58";"A025421";"A044108";"2016JJ00";"   389.0"
"59";"A025421";"A044108";"2017JJ00";"   389.3"
"60";"A025421";"A044108";"2018JJ00";"   368.1"
"61";"A025421";"A044108";"2019JJ00";"   349.9"
"62";"A025421";"A044108";"2020JJ00";"   303.1"
"63";"A025421";"A044108";"2021JJ00";"   301.5"
"64";"A025421";"A044116";"1990JJ00";"   176.0"
"65";"A025421";"A044116";"1991JJ00";"   151.0"
"66";"A025421";"A044116";"1992JJ00";"   143.3"
"67";"A025421";"A044116";"1993JJ00";"   132.3"
"68";"A025421";"A044116";"1994JJ00";"   124.1"
"69";"A025421";"A044116";"1995JJ00";"   117.0"
"70";"A025421";"A044116";"1996JJ00";"   110.8"
"71";"A025421";"A044116";"1997JJ00";"   103.6"
"72";"A025421";"A044116";"1998JJ00";"    97.6"
"73";"A025421";"A044116";"1999JJ00";"    92.9"
"74";"A025421";"A044116";"2000JJ00";"    83.3"
"75";"A025421";"A044116";"2001JJ00";"    78.1"
"76";"A025421";"A044116";"2002JJ00";"    73.8"
"77";"A025421";"A044116";"2003JJ00";"    70.3"
"78";"A025421";"A044116";"2004JJ00";"    67.6"
"79";"A025421";"A044116";"2005JJ00";"    64.9"
"80";"A025421";"A044116";"2006JJ00";"    62.6"
"81";"A025421";"A044116";"2007JJ00";"    59.7"
"82";"A025421";"A044116";"2008JJ00";"    58.7"
"83";"A025421";"A044116";"2009JJ00";"    56.1"
"84";"A025421";"A044116";"2010JJ00";"    53.3"
"85";"A025421";"A044116";"2011JJ00";"    51.5"
"86";"A025421";"A044116";"2012JJ00";"    49.0"
"87";"A025421";"A044116";"2013JJ00";"    47.5"
"88";"A025421";"A044116";"2014JJ00";"    46.5"
"89";"A025421";"A044116";"2015JJ00";"    46.1"
"90";"A025421";"A044116";"2016JJ00";"    45.4"
"91";"A025421";"A044116";"2017JJ00";"    45.1"
"92";"A025421";"A044116";"2018JJ00";"    45.0"
"93";"A025421";"A044116";"2019JJ00";"    44.4"
"94";"A025421";"A044116";"2020JJ00";"    40.6"
"95";"A025421";"A044116";"2021JJ00";"    41.3"
"96";"A025421";"A044117";"1990JJ00";"    39.2"
"97";"A025421";"A044117";"1991JJ00";"    35.5"
"98";"A025421";"A044117";"1992JJ00";"    33.0"
"99";"A025421";"A044117";"1993JJ00";"    31.6"
"100";"A025421";"A044117";"1994JJ00";"    29.8"
"101";"A025421";"A044117";"1995JJ00";"    25.8"
"102";"A025421";"A044117";"1996JJ00";"    22.4"
"103";"A025421";"A044117";"1997JJ00";"    20.2"
"104";"A025421";"A044117";"1998JJ00";"    17.7"
"105";"A025421";"A044117";"1999JJ00";"    15.6"
"106";"A025421";"A044117";"2000JJ00";"    12.6"
"107";"A025421";"A044117";"2001JJ00";"    11.1"
"108";"A025421";"A044117";"2002JJ00";"     8.8"
"109";"A025421";"A044117";"2003JJ00";"     7.5"
"110";"A025421";"A044117";"2004JJ00";"     6.4"
"111";"A025421";"A044117";"2005JJ00";"     5.4"
"112";"A025421";"A044117";"2006JJ00";"     5.2"
"113";"A025421";"A044117";"2007JJ00";"     4.7"
"114";"A025421";"A044117";"2008JJ00";"     4.5"
"115";"A025421";"A044117";"2009JJ00";"     4.3"
"116";"A025421";"A044117";"2010JJ00";"     4.3"
"117";"A025421";"A044117";"2011JJ00";"     4.2"
"118";"A025421";"A044117";"2012JJ00";"     4.2"
"119";"A025421";"A044117";"2013JJ00";"     4.2"
"120";"A025421";"A044117";"2014JJ00";"     3.3"
"121";"A025421";"A044117";"2015JJ00";"     3.4"
"122";"A025421";"A044117";"2016JJ00";"     3.6"
"123";"A025421";"A044117";"2017JJ00";"     3.7"
"124";"A025421";"A044117";"2018JJ00";"     3.7"
"125";"A025421";"A044117";"2019JJ00";"     3.7"
"126";"A025421";"A044117";"2020JJ00";"     3.5"
"127";"A025421";"A044117";"2021JJ00";"     3.6"
"128";"A025421";"A044115";"1990JJ00";"   215.2"
"129";"A025421";"A044115";"1991JJ00";"   186.5"
"130";"A025421";"A044115";"1992JJ00";"   176.3"
"131";"A025421";"A044115";"1993JJ00";"   163.9"
"132";"A025421";"A044115";"1994JJ00";"   153.8"
"133";"A025421";"A044115";"1995JJ00";"   142.8"
"134";"A025421";"A044115";"1996JJ00";"   133.2"
"135";"A025421";"A044115";"1997JJ00";"   123.8"
"136";"A025421";"A044115";"1998JJ00";"   115.3"
"137";"A025421";"A044115";"1999JJ00";"   108.5"
"138";"A025421";"A044115";"2000JJ00";"    95.9"
"139";"A025421";"A044115";"2001JJ00";"    89.2"
"140";"A025421";"A044115";"2002JJ00";"    82.6"
"141";"A025421";"A044115";"2003JJ00";"    77.8"
"142";"A025421";"A044115";"2004JJ00";"    74.0"
"143";"A025421";"A044115";"2005JJ00";"    70.3"
"144";"A025421";"A044115";"2006JJ00";"    67.9"
"145";"A025421";"A044115";"2007JJ00";"    64.4"
"146";"A025421";"A044115";"2008JJ00";"    63.3"
"147";"A025421";"A044115";"2009JJ00";"    60.3"
"148";"A025421";"A044115";"2010JJ00";"    57.6"
"149";"A025421";"A044115";"2011JJ00";"    55.7"
"150";"A025421";"A044115";"2012JJ00";"    53.2"
"151";"A025421";"A044115";"2013JJ00";"    51.8"
"152";"A025421";"A044115";"2014JJ00";"    49.8"
"153";"A025421";"A044115";"2015JJ00";"    49.5"
"154";"A025421";"A044115";"2016JJ00";"    49.0"
"155";"A025421";"A044115";"2017JJ00";"    48.9"
"156";"A025421";"A044115";"2018JJ00";"    48.7"
"157";"A025421";"A044115";"2019JJ00";"    48.1"
"158";"A025421";"A044115";"2020JJ00";"    44.2"
"159";"A025421";"A044115";"2021JJ00";"    44.9"
"160";"A025421";"A044107";"1990JJ00";"     8.2"
"161";"A025421";"A044107";"1991JJ00";"     7.0"
"162";"A025421";"A044107";"1992JJ00";"     6.7"
"163";"A025421";"A044107";"1993JJ00";"     6.2"
"164";"A025421";"A044107";"1994JJ00";"     5.9"
"165";"A025421";"A044107";"1995JJ00";"     5.6"
"166";"A025421";"A044107";"1996JJ00";"     5.4"
"167";"A025421";"A044107";"1997JJ00";"     5.1"
"168";"A025421";"A044107";"1998JJ00";"     4.9"
"169";"A025421";"A044107";"1999JJ00";"     4.7"
"170";"A025421";"A044107";"2000JJ00";"     4.3"
"171";"A025421";"A044107";"2001JJ00";"     4.2"
"172";"A025421";"A044107";"2002JJ00";"     4.1"
"173";"A025421";"A044107";"2003JJ00";"     4.0"
"174";"A025421";"A044107";"2004JJ00";"     4.0"
"175";"A025421";"A044107";"2005JJ00";"     3.9"
"176";"A025421";"A044107";"2006JJ00";"     3.8"
"177";"A025421";"A044107";"2007JJ00";"     3.8"
"178";"A025421";"A044107";"2008JJ00";"     3.8"
"179";"A025421";"A044107";"2009JJ00";"     3.6"
"180";"A025421";"A044107";"2010JJ00";"     3.5"
"181";"A025421";"A044107";"2011JJ00";"     3.4"
"182";"A025421";"A044107";"2012JJ00";"     3.4"
"183";"A025421";"A044107";"2013JJ00";"     3.4"
"184";"A025421";"A044107";"2014JJ00";"     3.4"
"185";"A025421";"A044107";"2015JJ00";"     3.4"
"186";"A025421";"A044107";"2016JJ00";"     3.5"
"187";"A025421";"A044107";"2017JJ00";"     3.5"
"188";"A025421";"A044107";"2018JJ00";"     4.0"
"189";"A025421";"A044107";"2019JJ00";"     4.2"
"190";"A025421";"A044107";"2020JJ00";"     4.1"
"191";"A025421";"A044107";"2021JJ00";"     4.1"
"192";"A025421";"A044118";"1990JJ00";"   207.0"
"193";"A025421";"A044118";"1991JJ00";"   179.5"
"194";"A025421";"A044118";"1992JJ00";"   169.6"
"195";"A025421";"A044118";"1993JJ00";"   157.6"
"196";"A025421";"A044118";"1994JJ00";"   147.9"
"197";"A025421";"A044118";"1995JJ00";"   137.1"
"198";"A025421";"A044118";"1996JJ00";"   127.8"
"199";"A025421";"A044118";"1997JJ00";"   118.7"
"200";"A025421";"A044118";"1998JJ00";"   110.4"
"201";"A025421";"A044118";"1999JJ00";"   103.8"
"202";"A025421";"A044118";"2000JJ00";"    91.6"
"203";"A025421";"A044118";"2001JJ00";"    84.9"
"204";"A025421";"A044118";"2002JJ00";"    78.5"
"205";"A025421";"A044118";"2003JJ00";"    73.8"
"206";"A025421";"A044118";"2004JJ00";"    70.0"
"207";"A025421";"A044118";"2005JJ00";"    66.3"
"208";"A025421";"A044118";"2006JJ00";"    64.0"
"209";"A025421";"A044118";"2007JJ00";"    60.6"
"210";"A025421";"A044118";"2008JJ00";"    59.5"
"211";"A025421";"A044118";"2009JJ00";"    56.7"
"212";"A025421";"A044118";"2010JJ00";"    54.0"
"213";"A025421";"A044118";"2011JJ00";"    52.2"
"214";"A025421";"A044118";"2012JJ00";"    49.8"
"215";"A025421";"A044118";"2013JJ00";"    48.3"
"216";"A025421";"A044118";"2014JJ00";"    46.4"
"217";"A025421";"A044118";"2015JJ00";"    46.0"
"218";"A025421";"A044118";"2016JJ00";"    45.5"
"219";"A025421";"A044118";"2017JJ00";"    45.3"
"220";"A025421";"A044118";"2018JJ00";"    44.7"
"221";"A025421";"A044118";"2019JJ00";"    43.8"
"222";"A025421";"A044118";"2020JJ00";"    40.1"
"223";"A025421";"A044118";"2021JJ00";"    40.8"
"224";"A025421";"A044112";"1990JJ00";"   426.0"
"225";"A025421";"A044112";"1991JJ00";"   410.9"
"226";"A025421";"A044112";"1992JJ00";"   406.2"
"227";"A025421";"A044112";"1993JJ00";"   391.8"
"228";"A025421";"A044112";"1994JJ00";"   379.8"
"229";"A025421";"A044112";"1995JJ00";"   371.4"
"230";"A025421";"A044112";"1996JJ00";"   364.6"
"231";"A025421";"A044112";"1997JJ00";"   364.1"
"232";"A025421";"A044112";"1998JJ00";"   357.1"
"233";"A025421";"A044112";"1999JJ00";"   364.7"
"234";"A025421";"A044112";"2000JJ00";"   361.0"
"235";"A025421";"A044112";"2001JJ00";"   356.6"
"236";"A025421";"A044112";"2002JJ00";"   348.0"
"237";"A025421";"A044112";"2003JJ00";"   344.2"
"238";"A025421";"A044112";"2004JJ00";"   341.5"
"239";"A025421";"A044112";"2005JJ00";"   339.7"
"240";"A025421";"A044112";"2006JJ00";"   340.9"
"241";"A025421";"A044112";"2007JJ00";"   330.4"
"242";"A025421";"A044112";"2008JJ00";"   312.1"
"243";"A025421";"A044112";"2009JJ00";"   293.0"
"244";"A025421";"A044112";"2010JJ00";"   284.9"
"245";"A025421";"A044112";"2011JJ00";"   283.5"
"246";"A025421";"A044112";"2012JJ00";"   268.0"
"247";"A025421";"A044112";"2013JJ00";"   251.4"
"248";"A025421";"A044112";"2014JJ00";"   253.1"
"249";"A025421";"A044112";"2015JJ00";"   257.3"
"250";"A025421";"A044112";"2016JJ00";"   251.9"
"251";"A025421";"A044112";"2017JJ00";"   244.9"
"252";"A025421";"A044112";"2018JJ00";"   242.0"
"253";"A025421";"A044112";"2019JJ00";"   237.8"
"254";"A025421";"A044112";"2020JJ00";"   222.8"
"255";"A025421";"A044112";"2021JJ00";"   221.2"
"256";"A025421";"A044110";"1990JJ00";"     0.5"
"257";"A025421";"A044110";"1991JJ00";"     0.6"
"258";"A025421";"A044110";"1992JJ00";"     0.7"
"259";"A025421";"A044110";"1993JJ00";"     0.8"
"260";"A025421";"A044110";"1994JJ00";"     0.9"
"261";"A025421";"A044110";"1995JJ00";"     1.0"
"262";"A025421";"A044110";"1996JJ00";"     1.0"
"263";"A025421";"A044110";"1997JJ00";"     1.0"
"264";"A025421";"A044110";"1998JJ00";"     1.0"
"265";"A025421";"A044110";"1999JJ00";"     1.1"
"266";"A025421";"A044110";"2000JJ00";"     1.1"
"267";"A025421";"A044110";"2001JJ00";"     1.1"
"268";"A025421";"A044110";"2002JJ00";"     1.1"
"269";"A025421";"A044110";"2003JJ00";"     1.1"
"270";"A025421";"A044110";"2004JJ00";"     1.0"
"271";"A025421";"A044110";"2005JJ00";"     1.1"
"272";"A025421";"A044110";"2006JJ00";"     1.2"
"273";"A025421";"A044110";"2007JJ00";"     1.2"
"274";"A025421";"A044110";"2008JJ00";"     1.3"
"275";"A025421";"A044110";"2009JJ00";"     1.3"
"276";"A025421";"A044110";"2010JJ00";"     1.3"
"277";"A025421";"A044110";"2011JJ00";"     1.3"
"278";"A025421";"A044110";"2012JJ00";"     1.3"
"279";"A025421";"A044110";"2013JJ00";"     1.4"
"280";"A025421";"A044110";"2014JJ00";"     1.3"
"281";"A025421";"A044110";"2015JJ00";"     1.4"
"282";"A025421";"A044110";"2016JJ00";"     1.5"
"283";"A025421";"A044110";"2017JJ00";"     1.6"
"284";"A025421";"A044110";"2018JJ00";"     1.6"
"285";"A025421";"A044110";"2019JJ00";"     1.6"
"286";"A025421";"A044110";"2020JJ00";"     1.5"
"287";"A025421";"A044110";"2021JJ00";"     1.5"
"288";"A025421";"A044114";"1990JJ00";"    71.8"
"289";"A025421";"A044114";"1991JJ00";"    68.7"
"290";"A025421";"A044114";"1992JJ00";"    70.5"
"291";"A025421";"A044114";"1993JJ00";"    71.7"
"292";"A025421";"A044114";"1994JJ00";"    72.4"
"293";"A025421";"A044114";"1995JJ00";"    72.8"
"294";"A025421";"A044114";"1996JJ00";"    71.3"
"295";"A025421";"A044114";"1997JJ00";"    69.6"
"296";"A025421";"A044114";"1998JJ00";"    71.8"
"297";"A025421";"A044114";"1999JJ00";"    74.6"
"298";"A025421";"A044114";"2000JJ00";"    76.0"
"299";"A025421";"A044114";"2001JJ00";"    73.2"
"300";"A025421";"A044114";"2002JJ00";"    72.0"
"301";"A025421";"A044114";"2003JJ00";"    71.0"
"302";"A025421";"A044114";"2004JJ00";"    68.3"
"303";"A025421";"A044114";"2005JJ00";"    70.8"
"304";"A025421";"A044114";"2006JJ00";"    73.7"
"305";"A025421";"A044114";"2007JJ00";"    66.1"
"306";"A025421";"A044114";"2008JJ00";"    44.8"
"307";"A025421";"A044114";"2009JJ00";"    42.3"
"308";"A025421";"A044114";"2010JJ00";"    37.0"
"309";"A025421";"A044114";"2011JJ00";"    26.6"
"310";"A025421";"A044114";"2012JJ00";"    24.6"
"311";"A025421";"A044114";"2013JJ00";"    22.7"
"312";"A025421";"A044114";"2014JJ00";"    24.0"
"313";"A025421";"A044114";"2015JJ00";"    12.5"
"314";"A025421";"A044114";"2016JJ00";"     6.0"
"315";"A025421";"A044114";"2017JJ00";"     5.7"
"316";"A025421";"A044114";"2018JJ00";"     5.2"
"317";"A025421";"A044114";"2019JJ00";"     4.8"
"318";"A025421";"A044114";"2020JJ00";"     4.0"
"319";"A025421";"A044114";"2021JJ00";"     4.0"
"320";"A025421";"A044113";"1990JJ00";"    29.4"
"321";"A025421";"A044113";"1991JJ00";"    28.3"
"322";"A025421";"A044113";"1992JJ00";"    28.0"
"323";"A025421";"A044113";"1993JJ00";"    26.9"
"324";"A025421";"A044113";"1994JJ00";"    26.2"
"325";"A025421";"A044113";"1995JJ00";"    25.4"
"326";"A025421";"A044113";"1996JJ00";"    24.6"
"327";"A025421";"A044113";"1997JJ00";"    24.3"
"328";"A025421";"A044113";"1998JJ00";"    23.8"
"329";"A025421";"A044113";"1999JJ00";"    24.3"
"330";"A025421";"A044113";"2000JJ00";"    24.0"
"331";"A025421";"A044113";"2001JJ00";"    23.4"
"332";"A025421";"A044113";"2002JJ00";"    22.4"
"333";"A025421";"A044113";"2003JJ00";"    21.7"
"334";"A025421";"A044113";"2004JJ00";"    21.0"
"335";"A025421";"A044113";"2005JJ00";"    20.8"
"336";"A025421";"A044113";"2006JJ00";"    20.4"
"337";"A025421";"A044113";"2007JJ00";"    19.1"
"338";"A025421";"A044113";"2008JJ00";"    17.0"
"339";"A025421";"A044113";"2009JJ00";"    16.0"
"340";"A025421";"A044113";"2010JJ00";"    14.9"
"341";"A025421";"A044113";"2011JJ00";"    13.4"
"342";"A025421";"A044113";"2012JJ00";"    12.5"
"343";"A025421";"A044113";"2013JJ00";"    11.6"
"344";"A025421";"A044113";"2014JJ00";"    11.4"
"345";"A025421";"A044113";"2015JJ00";"    10.7"
"346";"A025421";"A044113";"2016JJ00";"     9.6"
"347";"A025421";"A044113";"2017JJ00";"     9.2"
"348";"A025421";"A044113";"2018JJ00";"     9.2"
"349";"A025421";"A044113";"2019JJ00";"     8.9"
"350";"A025421";"A044113";"2020JJ00";"     8.2"
"351";"A025421";"A044113";"2021JJ00";"     8.2"
"352";"A049055";"A044109";"1990JJ00";" 27500.0"
"353";"A049055";"A044109";"1991JJ00";" 27600.0"
"354";"A049055";"A044109";"1992JJ00";" 28900.0"
"355";"A049055";"A044109";"1993JJ00";" 28900.0"
"356";"A049055";"A044109";"1994JJ00";" 29300.0"
"357";"A049055";"A044109";"1995JJ00";" 29300.0"
"358";"A049055";"A044109";"1996JJ00";" 29700.0"
"359";"A049055";"A044109";"1997JJ00";" 30600.0"
"360";"A049055";"A044109";"1998JJ00";" 31100.0"
"361";"A049055";"A044109";"1999JJ00";" 32500.0"
"362";"A049055";"A044109";"2000JJ00";" 32600.0"
"363";"A049055";"A044109";"2001JJ00";" 33000.0"
"364";"A049055";"A044109";"2002JJ00";" 33400.0"
"365";"A049055";"A044109";"2003JJ00";" 33800.0"
"366";"A049055";"A044109";"2004JJ00";" 34400.0"
"367";"A049055";"A044109";"2005JJ00";" 34300.0"
"368";"A049055";"A044109";"2006JJ00";" 34200.0"
"369";"A049055";"A044109";"2007JJ00";" 34200.0"
"370";"A049055";"A044109";"2008JJ00";" 34400.0"
"371";"A049055";"A044109";"2009JJ00";" 33600.0"
"372";"A049055";"A044109";"2010JJ00";" 33800.0"
"373";"A049055";"A044109";"2011JJ00";" 33600.0"
"374";"A049055";"A044109";"2012JJ00";" 33200.0"
"375";"A049055";"A044109";"2013JJ00";" 32300.0"
"376";"A049055";"A044109";"2014JJ00";" 32300.0"
"377";"A049055";"A044109";"2015JJ00";" 32900.0"
"378";"A049055";"A044109";"2016JJ00";" 33400.0"
"379";"A049055";"A044109";"2017JJ00";" 33800.0"
"380";"A049055";"A044109";"2018JJ00";" 34400.0"
"381";"A049055";"A044109";"2019JJ00";" 34300.0"
"382";"A049055";"A044109";"2020JJ00";" 30800.0"
"383";"A049055";"A044109";"2021JJ00";" 31400.0"
"384";"A049055";"A044108";"1990JJ00";"   737.1"
"385";"A049055";"A044108";"1991JJ00";"   640.6"
"386";"A049055";"A044108";"1992JJ00";"   616.6"
"387";"A049055";"A044108";"1993JJ00";"   571.2"
"388";"A049055";"A044108";"1994JJ00";"   537.6"
"389";"A049055";"A044108";"1995JJ00";"   516.8"
"390";"A049055";"A044108";"1996JJ00";"   500.9"
"391";"A049055";"A044108";"1997JJ00";"   476.6"
"392";"A049055";"A044108";"1998JJ00";"   455.2"
"393";"A049055";"A044108";"1999JJ00";"   446.0"
"394";"A049055";"A044108";"2000JJ00";"   430.2"
"395";"A049055";"A044108";"2001JJ00";"   428.9"
"396";"A049055";"A044108";"2002JJ00";"   433.2"
"397";"A049055";"A044108";"2003JJ00";"   435.9"
"398";"A049055";"A044108";"2004JJ00";"   437.0"
"399";"A049055";"A044108";"2005JJ00";"   427.7"
"400";"A049055";"A044108";"2006JJ00";"   422.8"
"401";"A049055";"A044108";"2007JJ00";"   422.0"
"402";"A049055";"A044108";"2008JJ00";"   414.2"
"403";"A049055";"A044108";"2009JJ00";"   407.7"
"404";"A049055";"A044108";"2010JJ00";"   403.6"
"405";"A049055";"A044108";"2011JJ00";"   396.4"
"406";"A049055";"A044108";"2012JJ00";"   383.0"
"407";"A049055";"A044108";"2013JJ00";"   370.5"
"408";"A049055";"A044108";"2014JJ00";"   354.8"
"409";"A049055";"A044108";"2015JJ00";"   349.7"
"410";"A049055";"A044108";"2016JJ00";"   339.8"
"411";"A049055";"A044108";"2017JJ00";"   340.7"
"412";"A049055";"A044108";"2018JJ00";"   319.2"
"413";"A049055";"A044108";"2019JJ00";"   301.1"
"414";"A049055";"A044108";"2020JJ00";"   254.6"
"415";"A049055";"A044108";"2021JJ00";"   253.3"
"416";"A049055";"A044116";"1990JJ00";"   164.7"
"417";"A049055";"A044116";"1991JJ00";"   139.4"
"418";"A049055";"A044116";"1992JJ00";"   131.5"
"419";"A049055";"A044116";"1993JJ00";"   120.2"
"420";"A049055";"A044116";"1994JJ00";"   111.6"
"421";"A049055";"A044116";"1995JJ00";"   104.3"
"422";"A049055";"A044116";"1996JJ00";"    98.0"
"423";"A049055";"A044116";"1997JJ00";"    90.8"
"424";"A049055";"A044116";"1998JJ00";"    84.7"
"425";"A049055";"A044116";"1999JJ00";"    79.5"
"426";"A049055";"A044116";"2000JJ00";"    70.2"
"427";"A049055";"A044116";"2001JJ00";"    65.2"
"428";"A049055";"A044116";"2002JJ00";"    61.6"
"429";"A049055";"A044116";"2003JJ00";"    58.6"
"430";"A049055";"A044116";"2004JJ00";"    56.2"
"431";"A049055";"A044116";"2005JJ00";"    53.7"
"432";"A049055";"A044116";"2006JJ00";"    51.8"
"433";"A049055";"A044116";"2007JJ00";"    49.6"
"434";"A049055";"A044116";"2008JJ00";"    49.5"
"435";"A049055";"A044116";"2009JJ00";"    47.3"
"436";"A049055";"A044116";"2010JJ00";"    45.3"
"437";"A049055";"A044116";"2011JJ00";"    43.6"
"438";"A049055";"A044116";"2012JJ00";"    41.6"
"439";"A049055";"A044116";"2013JJ00";"    40.6"
"440";"A049055";"A044116";"2014JJ00";"    39.5"
"441";"A049055";"A044116";"2015JJ00";"    39.2"
"442";"A049055";"A044116";"2016JJ00";"    38.9"
"443";"A049055";"A044116";"2017JJ00";"    39.1"
"444";"A049055";"A044116";"2018JJ00";"    38.5"
"445";"A049055";"A044116";"2019JJ00";"    37.7"
"446";"A049055";"A044116";"2020JJ00";"    33.9"
"447";"A049055";"A044116";"2021JJ00";"    34.7"
"448";"A049055";"A044117";"1990JJ00";"    39.2"
"449";"A049055";"A044117";"1991JJ00";"    35.5"
"450";"A049055";"A044117";"1992JJ00";"    33.0"
"451";"A049055";"A044117";"1993JJ00";"    31.6"
"452";"A049055";"A044117";"1994JJ00";"    29.8"
"453";"A049055";"A044117";"1995JJ00";"    25.8"
"454";"A049055";"A044117";"1996JJ00";"    22.4"
"455";"A049055";"A044117";"1997JJ00";"    20.2"
"456";"A049055";"A044117";"1998JJ00";"    17.7"
"457";"A049055";"A044117";"1999JJ00";"    15.6"
"458";"A049055";"A044117";"2000JJ00";"    12.6"
"459";"A049055";"A044117";"2001JJ00";"    11.1"
"460";"A049055";"A044117";"2002JJ00";"     8.8"
"461";"A049055";"A044117";"2003JJ00";"     7.5"
"462";"A049055";"A044117";"2004JJ00";"     6.4"
"463";"A049055";"A044117";"2005JJ00";"     5.4"
"464";"A049055";"A044117";"2006JJ00";"     5.2"
"465";"A049055";"A044117";"2007JJ00";"     4.7"
"466";"A049055";"A044117";"2008JJ00";"     4.5"
"467";"A049055";"A044117";"2009JJ00";"     4.3"
"468";"A049055";"A044117";"2010JJ00";"     4.3"
"469";"A049055";"A044117";"2011JJ00";"     4.2"
"470";"A049055";"A044117";"2012JJ00";"     4.2"
"471";"A049055";"A044117";"2013JJ00";"     4.2"
"472";"A049055";"A044117";"2014JJ00";"     3.3"
"473";"A049055";"A044117";"2015JJ00";"     3.4"
"474";"A049055";"A044117";"2016JJ00";"     3.6"
"475";"A049055";"A044117";"2017JJ00";"     3.7"
"476";"A049055";"A044117";"2018JJ00";"     3.7"
"477";"A049055";"A044117";"2019JJ00";"     3.7"
"478";"A049055";"A044117";"2020JJ00";"     3.5"
"479";"A049055";"A044117";"2021JJ00";"     3.6"
"480";"A049055";"A044115";"1990JJ00";"   203.9"
"481";"A049055";"A044115";"1991JJ00";"   174.9"
"482";"A049055";"A044115";"1992JJ00";"   164.5"
"483";"A049055";"A044115";"1993JJ00";"   151.8"
"484";"A049055";"A044115";"1994JJ00";"   141.4"
"485";"A049055";"A044115";"1995JJ00";"   130.1"
"486";"A049055";"A044115";"1996JJ00";"   120.4"
"487";"A049055";"A044115";"1997JJ00";"   111.0"
"488";"A049055";"A044115";"1998JJ00";"   102.4"
"489";"A049055";"A044115";"1999JJ00";"    95.1"
"490";"A049055";"A044115";"2000JJ00";"    82.8"
"491";"A049055";"A044115";"2001JJ00";"    76.4"
"492";"A049055";"A044115";"2002JJ00";"    70.4"
"493";"A049055";"A044115";"2003JJ00";"    66.1"
"494";"A049055";"A044115";"2004JJ00";"    62.7"
"495";"A049055";"A044115";"2005JJ00";"    59.1"
