"ID";"Sources";"Emissions";"Periods";"EmissionsDutchTerritory_1"
"3926";"A025423";"A044108";"2012JJ00";"     0.2"
"3927";"A025423";"A044108";"2013JJ00";"     0.2"
"3928";"A025423";"A044108";"2014JJ00";"     0.3"
"3929";"A025423";"A044108";"2015JJ00";"     0.3"
"3930";"A025423";"A044108";"2016JJ00";"     0.3"
"3931";"A025423";"A044108";"2017JJ00";"     0.3"
"3932";"A025423";"A044108";"2018JJ00";"     0.2"
"3933";"A025423";"A044108";"2019JJ00";"     0.2"
"3934";"A025423";"A044108";"2020JJ00";"     0.2"
"3935";"A025423";"A044108";"2021JJ00";"     0.2"
"3936";"A025423";"A044116";"1990JJ00";"     0.1"
"3937";"A025423";"A044116";"1991JJ00";"     0.1"
"3938";"A025423";"A044116";"1992JJ00";"     0.1"
"3939";"A025423";"A044116";"1993JJ00";"     0.1"
"3940";"A025423";"A044116";"1994JJ00";"     0.1"
"3941";"A025423";"A044116";"1995JJ00";"     0.1"
"3942";"A025423";"A044116";"1996JJ00";"     0.1"
"3943";"A025423";"A044116";"1997JJ00";"     0.1"
"3944";"A025423";"A044116";"1998JJ00";"     0.1"
"3945";"A025423";"A044116";"1999JJ00";"     0.1"
"3946";"A025423";"A044116";"2000JJ00";"     0.1"
"3947";"A025423";"A044116";"2001JJ00";"     0.1"
"3948";"A025423";"A044116";"2002JJ00";"     0.1"
"3949";"A025423";"A044116";"2003JJ00";"     0.1"
"3950";"A025423";"A044116";"2004JJ00";"     0.1"
"3951";"A025423";"A044116";"2005JJ00";"     0.1"
"3952";"A025423";"A044116";"2006JJ00";"     0.1"
"3953";"A025423";"A044116";"2007JJ00";"     0.1"
"3954";"A025423";"A044116";"2008JJ00";"     0.1"
"3955";"A025423";"A044116";"2009JJ00";"     0.1"
"3956";"A025423";"A044116";"2010JJ00";"     0.1"
"3957";"A025423";"A044116";"2011JJ00";"     0.1"
"3958";"A025423";"A044116";"2012JJ00";"     0.1"
"3959";"A025423";"A044116";"2013JJ00";"     0.1"
"3960";"A025423";"A044116";"2014JJ00";"     0.1"
"3961";"A025423";"A044116";"2015JJ00";"     0.1"
"3962";"A025423";"A044116";"2016JJ00";"     0.1"
"3963";"A025423";"A044116";"2017JJ00";"     0.1"
"3964";"A025423";"A044116";"2018JJ00";"     0.1"
"3965";"A025423";"A044116";"2019JJ00";"     0.1"
"3966";"A025423";"A044116";"2020JJ00";"     0.1"
"3967";"A025423";"A044116";"2021JJ00";"     0.1"
"3968";"A025423";"A044117";"1990JJ00";"     0.0"
"3969";"A025423";"A044117";"1991JJ00";"     0.0"
"3970";"A025423";"A044117";"1992JJ00";"     0.0"
"3971";"A025423";"A044117";"1993JJ00";"     0.0"
"3972";"A025423";"A044117";"1994JJ00";"     0.0"
"3973";"A025423";"A044117";"1995JJ00";"     0.0"
"3974";"A025423";"A044117";"1996JJ00";"     0.0"
"3975";"A025423";"A044117";"1997JJ00";"     0.0"
"3976";"A025423";"A044117";"1998JJ00";"     0.0"
"3977";"A025423";"A044117";"1999JJ00";"     0.0"
"3978";"A025423";"A044117";"2000JJ00";"     0.0"
"3979";"A025423";"A044117";"2001JJ00";"     0.0"
"3980";"A025423";"A044117";"2002JJ00";"     0.0"
"3981";"A025423";"A044117";"2003JJ00";"     0.0"
"3982";"A025423";"A044117";"2004JJ00";"     0.0"
"3983";"A025423";"A044117";"2005JJ00";"     0.0"
"3984";"A025423";"A044117";"2006JJ00";"     0.0"
"3985";"A025423";"A044117";"2007JJ00";"     0.0"
"3986";"A025423";"A044117";"2008JJ00";"     0.0"
"3987";"A025423";"A044117";"2009JJ00";"     0.0"
"3988";"A025423";"A044117";"2010JJ00";"     0.0"
"3989";"A025423";"A044117";"2011JJ00";"     0.0"
"3990";"A025423";"A044117";"2012JJ00";"     0.0"
"3991";"A025423";"A044117";"2013JJ00";"     0.0"
"3992";"A025423";"A044117";"2014JJ00";"     0.0"
"3993";"A025423";"A044117";"2015JJ00";"     0.0"
"3994";"A025423";"A044117";"2016JJ00";"     0.0"
"3995";"A025423";"A044117";"2017JJ00";"     0.0"
"3996";"A025423";"A044117";"2018JJ00";"     0.0"
"3997";"A025423";"A044117";"2019JJ00";"     0.0"
"3998";"A025423";"A044117";"2020JJ00";"     0.0"
"3999";"A025423";"A044117";"2021JJ00";"     0.0"
"4000";"A025423";"A044115";"1990JJ00";"     0.1"
"4001";"A025423";"A044115";"1991JJ00";"     0.1"
"4002";"A025423";"A044115";"1992JJ00";"     0.1"
"4003";"A025423";"A044115";"1993JJ00";"     0.1"
"4004";"A025423";"A044115";"1994JJ00";"     0.1"
"4005";"A025423";"A044115";"1995JJ00";"     0.1"
"4006";"A025423";"A044115";"1996JJ00";"     0.1"
"4007";"A025423";"A044115";"1997JJ00";"     0.1"
"4008";"A025423";"A044115";"1998JJ00";"     0.1"
"4009";"A025423";"A044115";"1999JJ00";"     0.1"
"4010";"A025423";"A044115";"2000JJ00";"     0.1"
"4011";"A025423";"A044115";"2001JJ00";"     0.1"
"4012";"A025423";"A044115";"2002JJ00";"     0.1"
"4013";"A025423";"A044115";"2003JJ00";"     0.1"
"4014";"A025423";"A044115";"2004JJ00";"     0.1"
"4015";"A025423";"A044115";"2005JJ00";"     0.1"
"4016";"A025423";"A044115";"2006JJ00";"     0.1"
"4017";"A025423";"A044115";"2007JJ00";"     0.1"
"4018";"A025423";"A044115";"2008JJ00";"     0.1"
"4019";"A025423";"A044115";"2009JJ00";"     0.1"
"4020";"A025423";"A044115";"2010JJ00";"     0.1"
"4021";"A025423";"A044115";"2011JJ00";"     0.1"
"4022";"A025423";"A044115";"2012JJ00";"     0.1"
"4023";"A025423";"A044115";"2013JJ00";"     0.1"
"4024";"A025423";"A044115";"2014JJ00";"     0.1"
"4025";"A025423";"A044115";"2015JJ00";"     0.1"
"4026";"A025423";"A044115";"2016JJ00";"     0.1"
"4027";"A025423";"A044115";"2017JJ00";"     0.1"
"4028";"A025423";"A044115";"2018JJ00";"     0.1"
"4029";"A025423";"A044115";"2019JJ00";"     0.1"
"4030";"A025423";"A044115";"2020JJ00";"     0.1"
"4031";"A025423";"A044115";"2021JJ00";"     0.1"
"4032";"A025423";"A044107";"1990JJ00";"     0.0"
"4033";"A025423";"A044107";"1991JJ00";"     0.0"
"4034";"A025423";"A044107";"1992JJ00";"     0.0"
"4035";"A025423";"A044107";"1993JJ00";"     0.0"
"4036";"A025423";"A044107";"1994JJ00";"     0.0"
"4037";"A025423";"A044107";"1995JJ00";"     0.0"
"4038";"A025423";"A044107";"1996JJ00";"     0.0"
"4039";"A025423";"A044107";"1997JJ00";"     0.0"
"4040";"A025423";"A044107";"1998JJ00";"     0.0"
"4041";"A025423";"A044107";"1999JJ00";"     0.0"
"4042";"A025423";"A044107";"2000JJ00";"     0.0"
"4043";"A025423";"A044107";"2001JJ00";"     0.0"
"4044";"A025423";"A044107";"2002JJ00";"     0.0"
"4045";"A025423";"A044107";"2003JJ00";"     0.0"
"4046";"A025423";"A044107";"2004JJ00";"     0.0"
"4047";"A025423";"A044107";"2005JJ00";"     0.0"
"4048";"A025423";"A044107";"2006JJ00";"     0.0"
"4049";"A025423";"A044107";"2007JJ00";"     0.0"
"4050";"A025423";"A044107";"2008JJ00";"     0.0"
"4051";"A025423";"A044107";"2009JJ00";"     0.0"
"4052";"A025423";"A044107";"2010JJ00";"     0.0"
"4053";"A025423";"A044107";"2011JJ00";"     0.0"
"4054";"A025423";"A044107";"2012JJ00";"     0.0"
"4055";"A025423";"A044107";"2013JJ00";"     0.0"
"4056";"A025423";"A044107";"2014JJ00";"     0.0"
"4057";"A025423";"A044107";"2015JJ00";"     0.0"
"4058";"A025423";"A044107";"2016JJ00";"     0.0"
"4059";"A025423";"A044107";"2017JJ00";"     0.0"
"4060";"A025423";"A044107";"2018JJ00";"     0.0"
"4061";"A025423";"A044107";"2019JJ00";"     0.0"
"4062";"A025423";"A044107";"2020JJ00";"     0.0"
"4063";"A025423";"A044107";"2021JJ00";"     0.0"
"4064";"A025423";"A044118";"1990JJ00";"     0.1"
"4065";"A025423";"A044118";"1991JJ00";"     0.1"
"4066";"A025423";"A044118";"1992JJ00";"     0.1"
"4067";"A025423";"A044118";"1993JJ00";"     0.1"
"4068";"A025423";"A044118";"1994JJ00";"     0.1"
"4069";"A025423";"A044118";"1995JJ00";"     0.1"
"4070";"A025423";"A044118";"1996JJ00";"     0.1"
"4071";"A025423";"A044118";"1997JJ00";"     0.1"
"4072";"A025423";"A044118";"1998JJ00";"     0.1"
"4073";"A025423";"A044118";"1999JJ00";"     0.1"
"4074";"A025423";"A044118";"2000JJ00";"     0.1"
"4075";"A025423";"A044118";"2001JJ00";"     0.1"
"4076";"A025423";"A044118";"2002JJ00";"     0.1"
"4077";"A025423";"A044118";"2003JJ00";"     0.1"
"4078";"A025423";"A044118";"2004JJ00";"     0.1"
"4079";"A025423";"A044118";"2005JJ00";"     0.1"
"4080";"A025423";"A044118";"2006JJ00";"     0.1"
"4081";"A025423";"A044118";"2007JJ00";"     0.1"
"4082";"A025423";"A044118";"2008JJ00";"     0.1"
"4083";"A025423";"A044118";"2009JJ00";"     0.1"
"4084";"A025423";"A044118";"2010JJ00";"     0.1"
"4085";"A025423";"A044118";"2011JJ00";"     0.1"
"4086";"A025423";"A044118";"2012JJ00";"     0.1"
"4087";"A025423";"A044118";"2013JJ00";"     0.1"
"4088";"A025423";"A044118";"2014JJ00";"     0.1"
"4089";"A025423";"A044118";"2015JJ00";"     0.1"
"4090";"A025423";"A044118";"2016JJ00";"     0.1"
"4091";"A025423";"A044118";"2017JJ00";"     0.1"
"4092";"A025423";"A044118";"2018JJ00";"     0.1"
"4093";"A025423";"A044118";"2019JJ00";"     0.1"
"4094";"A025423";"A044118";"2020JJ00";"     0.1"
"4095";"A025423";"A044118";"2021JJ00";"     0.1"
"4096";"A025423";"A044112";"1990JJ00";"     2.2"
"4097";"A025423";"A044112";"1991JJ00";"     2.2"
"4098";"A025423";"A044112";"1992JJ00";"     2.3"
"4099";"A025423";"A044112";"1993JJ00";"     2.3"
"4100";"A025423";"A044112";"1994JJ00";"     2.3"
"4101";"A025423";"A044112";"1995JJ00";"     2.3"
"4102";"A025423";"A044112";"1996JJ00";"     2.4"
"4103";"A025423";"A044112";"1997JJ00";"     2.6"
"4104";"A025423";"A044112";"1998JJ00";"     2.5"
"4105";"A025423";"A044112";"1999JJ00";"     2.3"
"4106";"A025423";"A044112";"2000JJ00";"     2.8"
"4107";"A025423";"A044112";"2001JJ00";"     2.7"
"4108";"A025423";"A044112";"2002JJ00";"     2.6"
"4109";"A025423";"A044112";"2003JJ00";"     2.5"
"4110";"A025423";"A044112";"2004JJ00";"     2.7"
"4111";"A025423";"A044112";"2005JJ00";"     2.6"
"4112";"A025423";"A044112";"2006JJ00";"     2.6"
"4113";"A025423";"A044112";"2007JJ00";"     2.6"
"4114";"A025423";"A044112";"2008JJ00";"     2.6"
"4115";"A025423";"A044112";"2009JJ00";"     2.3"
"4116";"A025423";"A044112";"2010JJ00";"     2.6"
"4117";"A025423";"A044112";"2011JJ00";"     2.5"
"4118";"A025423";"A044112";"2012JJ00";"     2.1"
"4119";"A025423";"A044112";"2013JJ00";"     2.0"
"4120";"A025423";"A044112";"2014JJ00";"     2.1"
"4121";"A025423";"A044112";"2015JJ00";"     2.2"
"4122";"A025423";"A044112";"2016JJ00";"     2.2"
"4123";"A025423";"A044112";"2017JJ00";"     2.0"
"4124";"A025423";"A044112";"2018JJ00";"     1.7"
"4125";"A025423";"A044112";"2019JJ00";"     1.6"
"4126";"A025423";"A044112";"2020JJ00";"     1.6"
"4127";"A025423";"A044112";"2021JJ00";"     1.6"
"4128";"A025423";"A044110";"1990JJ00";"     0.0"
"4129";"A025423";"A044110";"1991JJ00";"     0.0"
"4130";"A025423";"A044110";"1992JJ00";"     0.0"
"4131";"A025423";"A044110";"1993JJ00";"     0.0"
"4132";"A025423";"A044110";"1994JJ00";"     0.0"
"4133";"A025423";"A044110";"1995JJ00";"     0.0"
"4134";"A025423";"A044110";"1996JJ00";"     0.0"
"4135";"A025423";"A044110";"1997JJ00";"     0.0"
"4136";"A025423";"A044110";"1998JJ00";"     0.0"
"4137";"A025423";"A044110";"1999JJ00";"     0.0"
"4138";"A025423";"A044110";"2000JJ00";"     0.0"
"4139";"A025423";"A044110";"2001JJ00";"     0.0"
"4140";"A025423";"A044110";"2002JJ00";"     0.0"
"4141";"A025423";"A044110";"2003JJ00";"     0.0"
"4142";"A025423";"A044110";"2004JJ00";"     0.0"
"4143";"A025423";"A044110";"2005JJ00";"     0.0"
"4144";"A025423";"A044110";"2006JJ00";"     0.0"
"4145";"A025423";"A044110";"2007JJ00";"     0.0"
"4146";"A025423";"A044110";"2008JJ00";"     0.0"
"4147";"A025423";"A044110";"2009JJ00";"     0.0"
"4148";"A025423";"A044110";"2010JJ00";"     0.0"
"4149";"A025423";"A044110";"2011JJ00";"     0.0"
"4150";"A025423";"A044110";"2012JJ00";"     0.0"
"4151";"A025423";"A044110";"2013JJ00";"     0.0"
"4152";"A025423";"A044110";"2014JJ00";"     0.0"
"4153";"A025423";"A044110";"2015JJ00";"     0.0"
"4154";"A025423";"A044110";"2016JJ00";"     0.0"
"4155";"A025423";"A044110";"2017JJ00";"     0.0"
"4156";"A025423";"A044110";"2018JJ00";"     0.0"
"4157";"A025423";"A044110";"2019JJ00";"     0.0"
"4158";"A025423";"A044110";"2020JJ00";"     0.0"
"4159";"A025423";"A044110";"2021JJ00";"     0.0"
"4160";"A025423";"A044114";"1990JJ00";"     0.1"
"4161";"A025423";"A044114";"1991JJ00";"     0.1"
"4162";"A025423";"A044114";"1992JJ00";"     0.1"
"4163";"A025423";"A044114";"1993JJ00";"     0.1"
"4164";"A025423";"A044114";"1994JJ00";"     0.1"
"4165";"A025423";"A044114";"1995JJ00";"     0.1"
"4166";"A025423";"A044114";"1996JJ00";"     0.1"
"4167";"A025423";"A044114";"1997JJ00";"     0.1"
"4168";"A025423";"A044114";"1998JJ00";"     0.1"
"4169";"A025423";"A044114";"1999JJ00";"     0.1"
"4170";"A025423";"A044114";"2000JJ00";"     0.1"
"4171";"A025423";"A044114";"2001JJ00";"     0.1"
"4172";"A025423";"A044114";"2002JJ00";"     0.1"
"4173";"A025423";"A044114";"2003JJ00";"     0.1"
"4174";"A025423";"A044114";"2004JJ00";"     0.1"
"4175";"A025423";"A044114";"2005JJ00";"     0.1"
"4176";"A025423";"A044114";"2006JJ00";"     0.1"
"4177";"A025423";"A044114";"2007JJ00";"     0.1"
"4178";"A025423";"A044114";"2008JJ00";"     0.1"
"4179";"A025423";"A044114";"2009JJ00";"     0.0"
"4180";"A025423";"A044114";"2010JJ00";"     0.0"
"4181";"A025423";"A044114";"2011JJ00";"     0.0"
"4182";"A025423";"A044114";"2012JJ00";"     0.0"
"4183";"A025423";"A044114";"2013JJ00";"     0.0"
"4184";"A025423";"A044114";"2014JJ00";"     0.0"
"4185";"A025423";"A044114";"2015JJ00";"     0.0"
"4186";"A025423";"A044114";"2016JJ00";"     0.0"
"4187";"A025423";"A044114";"2017JJ00";"     0.0"
"4188";"A025423";"A044114";"2018JJ00";"     0.0"
"4189";"A025423";"A044114";"2019JJ00";"     0.0"
"4190";"A025423";"A044114";"2020JJ00";"     0.0"
"4191";"A025423";"A044114";"2021JJ00";"     0.0"
"4192";"A025423";"A044113";"1990JJ00";"     0.1"
"4193";"A025423";"A044113";"1991JJ00";"     0.1"
"4194";"A025423";"A044113";"1992JJ00";"     0.1"
"4195";"A025423";"A044113";"1993JJ00";"     0.1"
"4196";"A025423";"A044113";"1994JJ00";"     0.1"
"4197";"A025423";"A044113";"1995JJ00";"     0.1"
"4198";"A025423";"A044113";"1996JJ00";"     0.1"
"4199";"A025423";"A044113";"1997JJ00";"     0.1"
"4200";"A025423";"A044113";"1998JJ00";"     0.1"
"4201";"A025423";"A044113";"1999JJ00";"     0.1"
"4202";"A025423";"A044113";"2000JJ00";"     0.1"
"4203";"A025423";"A044113";"2001JJ00";"     0.1"
"4204";"A025423";"A044113";"2002JJ00";"     0.1"
"4205";"A025423";"A044113";"2003JJ00";"     0.1"
"4206";"A025423";"A044113";"2004JJ00";"     0.1"
"4207";"A025423";"A044113";"2005JJ00";"     0.1"
"4208";"A025423";"A044113";"2006JJ00";"     0.1"
"4209";"A025423";"A044113";"2007JJ00";"     0.1"
"4210";"A025423";"A044113";"2008JJ00";"     0.1"
"4211";"A025423";"A044113";"2009JJ00";"     0.1"
"4212";"A025423";"A044113";"2010JJ00";"     0.1"
"4213";"A025423";"A044113";"2011JJ00";"     0.1"
"4214";"A025423";"A044113";"2012JJ00";"     0.1"
"4215";"A025423";"A044113";"2013JJ00";"     0.1"
"4216";"A025423";"A044113";"2014JJ00";"     0.1"
"4217";"A025423";"A044113";"2015JJ00";"     0.1"
"4218";"A025423";"A044113";"2016JJ00";"     0.1"
"4219";"A025423";"A044113";"2017JJ00";"     0.1"
"4220";"A025423";"A044113";"2018JJ00";"     0.1"
"4221";"A025423";"A044113";"2019JJ00";"     0.0"
"4222";"A025423";"A044113";"2020JJ00";"     0.1"
"4223";"A025423";"A044113";"2021JJ00";"     0.1"
"4224";"A048110";"A044109";"1990JJ00";"     0.0"
"4225";"A048110";"A044109";"1991JJ00";"     0.0"
"4226";"A048110";"A044109";"1992JJ00";"     0.0"
"4227";"A048110";"A044109";"1993JJ00";"     0.0"
"4228";"A048110";"A044109";"1994JJ00";"     0.0"
"4229";"A048110";"A044109";"1995JJ00";"     0.0"
"4230";"A048110";"A044109";"1996JJ00";"     0.0"
"4231";"A048110";"A044109";"1997JJ00";"     0.0"
"4232";"A048110";"A044109";"1998JJ00";"     0.0"
"4233";"A048110";"A044109";"1999JJ00";"     0.0"
"4234";"A048110";"A044109";"2000JJ00";"     0.0"
"4235";"A048110";"A044109";"2001JJ00";"     0.0"
"4236";"A048110";"A044109";"2002JJ00";"     0.0"
"4237";"A048110";"A044109";"2003JJ00";"     0.0"
"4238";"A048110";"A044109";"2004JJ00";"     0.0"
"4239";"A048110";"A044109";"2005JJ00";"     0.0"
"4240";"A048110";"A044109";"2006JJ00";"     0.0"
"4241";"A048110";"A044109";"2007JJ00";"     0.0"
"4242";"A048110";"A044109";"2008JJ00";"     0.0"
"4243";"A048110";"A044109";"2009JJ00";"     0.0"
"4244";"A048110";"A044109";"2010JJ00";"     0.0"
"4245";"A048110";"A044109";"2011JJ00";"     0.0"
"4246";"A048110";"A044109";"2012JJ00";"     0.0"
"4247";"A048110";"A044109";"2013JJ00";"     0.0"
"4248";"A048110";"A044109";"2014JJ00";"     0.0"
"4249";"A048110";"A044109";"2015JJ00";"     0.0"
"4250";"A048110";"A044109";"2016JJ00";"     0.0"
"4251";"A048110";"A044109";"2017JJ00";"     0.0"
"4252";"A048110";"A044109";"2018JJ00";"     0.0"
"4253";"A048110";"A044109";"2019JJ00";"     0.0"
"4254";"A048110";"A044109";"2020JJ00";"     0.0"
"4255";"A048110";"A044109";"2021JJ00";"     0.0"
"4256";"A048110";"A044108";"1990JJ00";"     0.2"
"4257";"A048110";"A044108";"1991JJ00";"     0.2"
"4258";"A048110";"A044108";"1992JJ00";"     0.2"
"4259";"A048110";"A044108";"1993JJ00";"     0.2"
"4260";"A048110";"A044108";"1994JJ00";"     0.2"
"4261";"A048110";"A044108";"1995JJ00";"     0.2"
"4262";"A048110";"A044108";"1996JJ00";"     0.2"
"4263";"A048110";"A044108";"1997JJ00";"     0.2"
"4264";"A048110";"A044108";"1998JJ00";"     0.2"
"4265";"A048110";"A044108";"1999JJ00";"     0.2"
"4266";"A048110";"A044108";"2000JJ00";"     0.2"
"4267";"A048110";"A044108";"2001JJ00";"     0.2"
"4268";"A048110";"A044108";"2002JJ00";"     0.2"
"4269";"A048110";"A044108";"2003JJ00";"     0.1"
"4270";"A048110";"A044108";"2004JJ00";"     0.2"
"4271";"A048110";"A044108";"2005JJ00";"     0.2"
"4272";"A048110";"A044108";"2006JJ00";"     0.2"
"4273";"A048110";"A044108";"2007JJ00";"     0.1"
"4274";"A048110";"A044108";"2008JJ00";"     0.1"
"4275";"A048110";"A044108";"2009JJ00";"     0.2"
"4276";"A048110";"A044108";"2010JJ00";"     0.2"
"4277";"A048110";"A044108";"2011JJ00";"     0.2"
"4278";"A048110";"A044108";"2012JJ00";"     0.1"
"4279";"A048110";"A044108";"2013JJ00";"     0.1"
"4280";"A048110";"A044108";"2014JJ00";"     0.2"
"4281";"A048110";"A044108";"2015JJ00";"     0.2"
"4282";"A048110";"A044108";"2016JJ00";"     0.2"
"4283";"A048110";"A044108";"2017JJ00";"     0.2"
"4284";"A048110";"A044108";"2018JJ00";"     0.2"
"4285";"A048110";"A044108";"2019JJ00";"     0.2"
"4286";"A048110";"A044108";"2020JJ00";"     0.2"
"4287";"A048110";"A044108";"2021JJ00";"     0.2"
"4288";"A048110";"A044116";"1990JJ00";"     0.1"
"4289";"A048110";"A044116";"1991JJ00";"     0.1"
"4290";"A048110";"A044116";"1992JJ00";"     0.1"
"4291";"A048110";"A044116";"1993JJ00";"     0.1"
"4292";"A048110";"A044116";"1994JJ00";"     0.1"
"4293";"A048110";"A044116";"1995JJ00";"     0.1"
"4294";"A048110";"A044116";"1996JJ00";"     0.1"
"4295";"A048110";"A044116";"1997JJ00";"     0.1"
"4296";"A048110";"A044116";"1998JJ00";"     0.1"
"4297";"A048110";"A044116";"1999JJ00";"     0.1"
"4298";"A048110";"A044116";"2000JJ00";"     0.1"
"4299";"A048110";"A044116";"2001JJ00";"     0.1"
"4300";"A048110";"A044116";"2002JJ00";"     0.1"
"4301";"A048110";"A044116";"2003JJ00";"     0.0"
"4302";"A048110";"A044116";"2004JJ00";"     0.1"
"4303";"A048110";"A044116";"2005JJ00";"     0.1"
"4304";"A048110";"A044116";"2006JJ00";"     0.1"
"4305";"A048110";"A044116";"2007JJ00";"     0.0"
"4306";"A048110";"A044116";"2008JJ00";"     0.0"
"4307";"A048110";"A044116";"2009JJ00";"     0.1"
"4308";"A048110";"A044116";"2010JJ00";"     0.1"
"4309";"A048110";"A044116";"2011JJ00";"     0.1"
"4310";"A048110";"A044116";"2012JJ00";"     0.0"
"4311";"A048110";"A044116";"2013JJ00";"     0.0"
"4312";"A048110";"A044116";"2014JJ00";"     0.1"
"4313";"A048110";"A044116";"2015JJ00";"     0.1"
"4314";"A048110";"A044116";"2016JJ00";"     0.1"
"4315";"A048110";"A044116";"2017JJ00";"     0.1"
"4316";"A048110";"A044116";"2018JJ00";"     0.1"
"4317";"A048110";"A044116";"2019JJ00";"     0.1"
"4318";"A048110";"A044116";"2020JJ00";"     0.1"
"4319";"A048110";"A044116";"2021JJ00";"     0.1"
"4320";"A048110";"A044117";"1990JJ00";"     0.0"
"4321";"A048110";"A044117";"1991JJ00";"     0.0"
"4322";"A048110";"A044117";"1992JJ00";"     0.0"
"4323";"A048110";"A044117";"1993JJ00";"     0.0"
"4324";"A048110";"A044117";"1994JJ00";"     0.0"
"4325";"A048110";"A044117";"1995JJ00";"     0.0"
"4326";"A048110";"A044117";"1996JJ00";"     0.0"
"4327";"A048110";"A044117";"1997JJ00";"     0.0"
"4328";"A048110";"A044117";"1998JJ00";"     0.0"
"4329";"A048110";"A044117";"1999JJ00";"     0.0"
"4330";"A048110";"A044117";"2000JJ00";"     0.0"
"4331";"A048110";"A044117";"2001JJ00";"     0.0"
"4332";"A048110";"A044117";"2002JJ00";"     0.0"
"4333";"A048110";"A044117";"2003JJ00";"     0.0"
"4334";"A048110";"A044117";"2004JJ00";"     0.0"
"4335";"A048110";"A044117";"2005JJ00";"     0.0"
"4336";"A048110";"A044117";"2006JJ00";"     0.0"
"4337";"A048110";"A044117";"2007JJ00";"     0.0"
"4338";"A048110";"A044117";"2008JJ00";"     0.0"
"4339";"A048110";"A044117";"2009JJ00";"     0.0"
"4340";"A048110";"A044117";"2010JJ00";"     0.0"
"4341";"A048110";"A044117";"2011JJ00";"     0.0"
"4342";"A048110";"A044117";"2012JJ00";"     0.0"
"4343";"A048110";"A044117";"2013JJ00";"     0.0"
"4344";"A048110";"A044117";"2014JJ00";"     0.0"
"4345";"A048110";"A044117";"2015JJ00";"     0.0"
"4346";"A048110";"A044117";"2016JJ00";"     0.0"
"4347";"A048110";"A044117";"2017JJ00";"     0.0"
"4348";"A048110";"A044117";"2018JJ00";"     0.0"
"4349";"A048110";"A044117";"2019JJ00";"     0.0"
"4350";"A048110";"A044117";"2020JJ00";"     0.0"
"4351";"A048110";"A044117";"2021JJ00";"     0.0"
"4352";"A048110";"A044115";"1990JJ00";"     0.1"
"4353";"A048110";"A044115";"1991JJ00";"     0.1"
"4354";"A048110";"A044115";"1992JJ00";"     0.1"
"4355";"A048110";"A044115";"1993JJ00";"     0.1"
"4356";"A048110";"A044115";"1994JJ00";"     0.1"
"4357";"A048110";"A044115";"1995JJ00";"     0.1"
"4358";"A048110";"A044115";"1996JJ00";"     0.1"
"4359";"A048110";"A044115";"1997JJ00";"     0.1"
"4360";"A048110";"A044115";"1998JJ00";"     0.1"
"4361";"A048110";"A044115";"1999JJ00";"     0.1"
"4362";"A048110";"A044115";"2000JJ00";"     0.1"
"4363";"A048110";"A044115";"2001JJ00";"     0.1"
"4364";"A048110";"A044115";"2002JJ00";"     0.1"
"4365";"A048110";"A044115";"2003JJ00";"     0.0"
"4366";"A048110";"A044115";"2004JJ00";"     0.1"
"4367";"A048110";"A044115";"2005JJ00";"     0.1"
"4368";"A048110";"A044115";"2006JJ00";"     0.1"
"4369";"A048110";"A044115";"2007JJ00";"     0.0"
"4370";"A048110";"A044115";"2008JJ00";"     0.0"
"4371";"A048110";"A044115";"2009JJ00";"     0.1"
"4372";"A048110";"A044115";"2010JJ00";"     0.1"
"4373";"A048110";"A044115";"2011JJ00";"     0.1"
"4374";"A048110";"A044115";"2012JJ00";"     0.0"
"4375";"A048110";"A044115";"2013JJ00";"     0.0"
"4376";"A048110";"A044115";"2014JJ00";"     0.1"
"4377";"A048110";"A044115";"2015JJ00";"     0.1"
"4378";"A048110";"A044115";"2016JJ00";"     0.1"
"4379";"A048110";"A044115";"2017JJ00";"     0.1"
"4380";"A048110";"A044115";"2018JJ00";"     0.1"
"4381";"A048110";"A044115";"2019JJ00";"     0.1"
"4382";"A048110";"A044115";"2020JJ00";"     0.1"
"4383";"A048110";"A044115";"2021JJ00";"     0.1"
"4384";"A048110";"A044107";"1990JJ00";"     0.0"
"4385";"A048110";"A044107";"1991JJ00";"     0.0"
"4386";"A048110";"A044107";"1992JJ00";"     0.0"
"4387";"A048110";"A044107";"1993JJ00";"     0.0"
"4388";"A048110";"A044107";"1994JJ00";"     0.0"
"4389";"A048110";"A044107";"1995JJ00";"     0.0"
"4390";"A048110";"A044107";"1996JJ00";"     0.0"
"4391";"A048110";"A044107";"1997JJ00";"     0.0"
"4392";"A048110";"A044107";"1998JJ00";"     0.0"
"4393";"A048110";"A044107";"1999JJ00";"     0.0"
"4394";"A048110";"A044107";"2000JJ00";"     0.0"
"4395";"A048110";"A044107";"2001JJ00";"     0.0"
"4396";"A048110";"A044107";"2002JJ00";"     0.0"
"4397";"A048110";"A044107";"2003JJ00";"     0.0"
"4398";"A048110";"A044107";"2004JJ00";"     0.0"
"4399";"A048110";"A044107";"2005JJ00";"     0.0"
"4400";"A048110";"A044107";"2006JJ00";"     0.0"
"4401";"A048110";"A044107";"2007JJ00";"     0.0"
"4402";"A048110";"A044107";"2008JJ00";"     0.0"
"4403";"A048110";"A044107";"2009JJ00";"     0.0"
"4404";"A048110";"A044107";"2010JJ00";"     0.0"
"4405";"A048110";"A044107";"2011JJ00";"     0.0"
"4406";"A048110";"A044107";"2012JJ00";"     0.0"
